,make,model,variant,body_type,mileage,fuel_type,transmission,year,city,price
2373,Hyundai,Creta,1.6 SX Diesel,suv,67218,diesel,manual,2016,Hyderabad,1085000
2374,Hyundai,i10,CRDi Magna,hatchback,80000,diesel,manual,2016,Hyderabad,420000
2375,Hyundai,i20,Sportz Diesel,hatchback,76267,diesel,manual,2012,Hyderabad,440000
2376,Hyundai,i20,Sportz 1.4 CRDi,hatchback,90000,diesel,manual,2015,Hyderabad,750000
2377,Hyundai,i10,CRDi Sportz,hatchback,65000,diesel,manual,2016,Hyderabad,490000
2378,Hyundai,i20,Magna 1.4 CRDi (Diesel),hatchback,80000,diesel,manual,2014,Hyderabad,390000
2379,Hyundai,Active,SX Diesel,hatchback,75494,diesel,manual,2018,Hyderabad,652000
2380,Hyundai,i20,Sportz 1.4 CRDi,hatchback,46372,diesel,manual,2016,Hyderabad,735000
2381,Hyundai,i20,1.4 CRDi Magna,hatchback,85986,diesel,manual,2012,Hyderabad,385000
2382,Hyundai,Active,SX Diesel,hatchback,92395,diesel,manual,2015,Hyderabad,585000
2383,Hyundai,i20,Asta 1.4 CRDi,hatchback,92173,diesel,manual,2012,Hyderabad,400000
2384,Hyundai,i20,Magna Optional 1.4 CRDi,hatchback,70000,diesel,manual,2013,Hyderabad,375000
2385,Hyundai,Verna,1.6 SX CRDi (O),sedan,75000,diesel,manual,2012,Hyderabad,560000
2386,Hyundai,i10,CRDi Asta Option,hatchback,81379,diesel,manual,2014,Hyderabad,382000
2387,Hyundai,Verna,1.6 CRDI,sedan,75000,diesel,manual,2012,Hyderabad,470000
2388,Hyundai,Xcent,1.1 CRDi S,sedan,66000,diesel,manual,2015,Hyderabad,420000
2389,Hyundai,Elite i20,Sportz 1.4 (O) CRDI,hatchback,57137,diesel,manual,2014,Hyderabad,632000
2390,Hyundai,i20,Magna (O) 1.4 CRDI,hatchback,96922,diesel,manual,2013,Hyderabad,453000
2391,Hyundai,Creta,1.6 SX,suv,78281,diesel,manual,2015,Hyderabad,963000
2392,Hyundai,Creta,1.6 SX,suv,93393,diesel,manual,2015,Hyderabad,973000
2393,Hyundai,Creta,1.6 SX,suv,88030,diesel,manual,2016,Hyderabad,1011000
2394,Hyundai,Elite i20,Magna Executive 1.4 CRDI,hatchback,26616,diesel,manual,2018,Hyderabad,717000
2395,Hyundai,Creta,1.6 SX (O),suv,72664,diesel,manual,2017,Hyderabad,1129000
2396,Hyundai,Creta,1.6 SX Plus,suv,92721,diesel,manual,2015,Hyderabad,908000
2397,Hyundai,Venue,S 1.4 CRDI,suv,51635,diesel,manual,2019,Hyderabad,898000
2398,Hyundai,Fluidic Verna 4S,1.6 CRDi SX (O),sedan,51615,diesel,manual,2017,Hyderabad,865000
2399,Hyundai,Grand i10,Asta 1.1 CRDi,hatchback,49951,diesel,manual,2015,Hyderabad,505000
2400,Hyundai,i20,Sportz 1.4 CRDi,hatchback,65080,diesel,manual,2013,Mumbai,367000
2401,Hyundai,i20,1.4 Sportz,hatchback,54817,diesel,manual,2017,Mumbai,659000
2402,Hyundai,Creta,1.4 E Plus,suv,56837,diesel,manual,2017,Mumbai,913000
2403,Hyundai,i20,Magna 1.4 CRDi,hatchback,67807,diesel,manual,2016,Mumbai,516000
2404,Hyundai,Creta,1.6 CRDi SX,suv,89626,diesel,manual,2016,Mumbai,990000
2405,Hyundai,Active,1.4,hatchback,42845,diesel,manual,2017,Mumbai,642000
2406,Hyundai,Xcent,1.1 CRDi SX,sedan,59960,diesel,manual,2015,Mumbai,479000
2407,Hyundai,i20,1.4 Asta Option,hatchback,90121,diesel,manual,2017,Mumbai,607000
2408,Hyundai,Verna,CRDi 1.6 SX Option,sedan,44263,diesel,manual,2018,Mumbai,1030000
2409,Hyundai,Verna,1.6 SX,sedan,72313,diesel,manual,2014,Mumbai,573000
2410,Hyundai,Creta,1.6 CRDi SX Plus Dual Tone,suv,41674,diesel,manual,2017,Mumbai,1042000
2411,Hyundai,i20,Asta 1.4 CRDi,hatchback,79368,diesel,manual,2017,Mumbai,715000
2412,Hyundai,Creta,1.6 CRDi SX Plus,suv,77208,diesel,manual,2016,Mumbai,975000
2413,Hyundai,i20,1.4 Asta Option,hatchback,24005,diesel,manual,2018,Mumbai,807000
2414,Hyundai,Creta,1.6 CRDi SX Option,suv,36256,diesel,manual,2016,Mumbai,985000
2415,Hyundai,i20,Magna 1.4 CRDi,hatchback,78962,diesel,manual,2015,Mumbai,495000
2416,Hyundai,i20,Sportz 1.4 CRDi,hatchback,47236,diesel,manual,2015,Mumbai,562000
2417,Hyundai,Creta,1.6 CRDi SX Option,suv,101502,diesel,manual,2017,Mumbai,925000
2418,Hyundai,i10,CRDi Sportz,hatchback,57752,diesel,manual,2015,Mumbai,375000
2419,Hyundai,Verna,1.6 SX CRDi (O),sedan,77153,diesel,manual,2013,Mumbai,460000
2420,Hyundai,i20,1.4 Sportz,hatchback,52710,diesel,manual,2017,Mumbai,578000
2421,Hyundai,Active,1.4 SX,hatchback,75994,diesel,manual,2015,Mumbai,529000
2422,Hyundai,i10,CRDi Sportz,hatchback,55341,diesel,manual,2014,Mumbai,430000
2423,Hyundai,Verna,1.6 CRDi SX,sedan,26000,diesel,manual,2016,Mumbai,665000
2424,Hyundai,Verna,1.4 EX,sedan,65000,diesel,manual,2011,Mumbai,365000
2425,Hyundai,Verna,1.6 SX,sedan,79000,diesel,manual,2013,Mumbai,485000
2426,Hyundai,Verna,1.4 EX,sedan,75000,diesel,manual,2011,Mumbai,365000
2427,Hyundai,i20,1.4 Sportz,hatchback,26000,diesel,manual,2020,Mumbai,925000
2428,Hyundai,Venue,SX Opt Diesel BSIV,suv,20000,diesel,manual,2019,Mumbai,1050000
2429,Hyundai,i20,1.4 CRDi Sportz,hatchback,84000,diesel,manual,2011,Mumbai,290000
2430,Hyundai,Elantra,CRDi SX,sedan,81200,diesel,manual,2012,Mumbai,595000
2431,Hyundai,Verna,CRDi SX,sedan,81000,diesel,manual,2010,Mumbai,275000
2432,Hyundai,Verna,CRDi SX ABS,sedan,78000,diesel,manual,2009,Mumbai,235000
2433,Hyundai,Creta,1.6 CRDi SX,suv,56287,diesel,manual,2018,Mumbai,1265000
2434,Hyundai,i20,1.4 CRDi Sportz,hatchback,73000,diesel,manual,2012,Mumbai,435000
2435,Hyundai,i20,1.4 CRDi Sportz,hatchback,80000,diesel,manual,2011,Mumbai,295000
2436,Hyundai,Creta,1.6 CRDi SX Plus,suv,56000,diesel,manual,2016,Mumbai,1050000
2437,Hyundai,Creta,1.4 E Plus CRDi,suv,30935,diesel,manual,2018,Mumbai,1150000
2438,Hyundai,i20,Magna 1.4 CRDi (Diesel),hatchback,76000,diesel,manual,2013,Mumbai,380000
2439,Hyundai,Creta,1.6 SX Diesel,suv,29000,diesel,manual,2015,Mumbai,1065000
2440,Hyundai,Venue,SX Diesel BSIV,suv,18000,diesel,manual,2019,Mumbai,1040000
2441,Hyundai,Elantra,CRDi S,sedan,83000,diesel,manual,2013,Mumbai,570000
2442,Hyundai,Aura,S Diesel,sedan,60000,diesel,manual,2020,Mumbai,725000
2443,Hyundai,Creta,SX Opt Diesel,suv,25000,diesel,manual,2020,Mumbai,1895000
2444,Hyundai,Creta,1.6 SX Diesel,suv,51000,diesel,manual,2018,Mumbai,1230000
2445,Hyundai,Creta,1.6 SX Option Diesel,suv,45000,diesel,manual,2015,Mumbai,925001
2446,Hyundai,i20,1.4 Asta CRDi with AVN,hatchback,65250,diesel,manual,2010,Mumbai,315000
2447,Hyundai,i20,1.4 CRDi Asta,hatchback,63584,diesel,manual,2011,Mumbai,311000
2448,Hyundai,i20,1.4 Asta Dual Tone,hatchback,59405,diesel,manual,2017,Mumbai,625000
2449,Hyundai,i10,1.2 CRDi Sportz,hatchback,40000,diesel,manual,2017,Mumbai,390000
2450,Hyundai,i20,Magna 1.4 CRDi,hatchback,72042,diesel,manual,2011,Mumbai,245000
2451,Hyundai,i20,1.4 CRDi Magna,hatchback,125739,diesel,manual,2011,Mumbai,223000
2452,Hyundai,Creta,1.6 CRDi SX,suv,72257,diesel,manual,2016,Mumbai,860000
2453,Hyundai,i20,1.4 Sportz,hatchback,44114,diesel,manual,2017,Mumbai,635000
2454,Hyundai,Creta,1.6 SX Option Executive Diesel,suv,45265,diesel,manual,2015,Mumbai,935000
2455,Hyundai,Creta,1.6 CRDi SX,suv,6248,diesel,manual,2020,Mumbai,1945000
2456,Hyundai,i20,1.4 CRDi Magna,hatchback,48940,diesel,manual,2011,Mumbai,237000
2457,Hyundai,i10,CRDi Asta Option,hatchback,67268,diesel,manual,2013,Mumbai,350000
2458,Hyundai,i10,CRDi Asta,hatchback,72713,diesel,manual,2013,Mumbai,353000
2459,Hyundai,i10,CRDi Sportz,hatchback,96774,diesel,manual,2015,Mumbai,359000
2460,Hyundai,Verna,1.6 SX,sedan,104170,diesel,manual,2013,Mumbai,403000
2461,Hyundai,i20,Magna 1.4 CRDi,hatchback,78347,diesel,manual,2014,Mumbai,446000
2462,Hyundai,Elite i20,Asta 1.4 CRDI,hatchback,53672,diesel,manual,2017,Mumbai,699000
2463,Hyundai,i20 Active,1.4 SX,crossover,62668,diesel,manual,2015,Mumbai,597000
2464,Hyundai,Elite i20,Sportz Plus 1.4 CRDI,hatchback,51758,diesel,manual,2019,Mumbai,745000
2465,Hyundai,Fluidic Verna 4S,1.6 CRDi SX,sedan,49716,diesel,manual,2017,Mumbai,778000
2466,Hyundai,Elite i20,Sportz 1.4 CRDI,hatchback,70124,diesel,manual,2017,Mumbai,602000
2467,Hyundai,Elite i20,Asta 1.4 CRDI (O),hatchback,28408,diesel,manual,2018,Mumbai,815000
2468,Hyundai,Creta,1.6 SX (O),suv,95585,diesel,manual,2016,Mumbai,921000
2469,Hyundai,Creta,1.6 CRDi SX,suv,65231,diesel,manual,2018,Mumbai,1150000
2470,Hyundai,Creta,1.4 S,suv,67214,diesel,manual,2018,Mumbai,1050000
2471,Hyundai,Active,1.4 SX,hatchback,39088,diesel,manual,2018,Mumbai,775000
2472,Hyundai,i10,CRDi Sportz,hatchback,51114,diesel,manual,2016,Mumbai,499000
2473,Hyundai,Creta,1.4 E Plus,suv,63000,diesel,manual,2018,Delhi,800000
2474,Hyundai,Creta,1.4 E Plus CRDi,suv,40044,diesel,manual,2017,Delhi,919000
2475,Hyundai,Creta,1.6 CRDi SX,suv,66368,diesel,manual,2019,Delhi,1179000
2476,Hyundai,Creta,1.4 CRDi S,suv,74824,diesel,manual,2017,Delhi,862000
2477,Hyundai,Creta,1.6 CRDi SX,suv,34197,diesel,manual,2018,Delhi,1050000
2478,Hyundai,i20,Asta 1.4 CRDi,hatchback,38720,diesel,manual,2013,Delhi,344000
2479,Hyundai,i20,Asta 1.4 CRDi,hatchback,138178,diesel,manual,2014,Delhi,325000
2480,Hyundai,Verna,1.6 SX,sedan,60000,diesel,manual,2013,Delhi,375000
2481,Hyundai,Creta,1.4 E Plus CRDi,suv,43000,diesel,manual,2018,Delhi,851000
2482,Hyundai,i10,CRDi Sportz,hatchback,74000,diesel,manual,2014,Delhi,325000
2483,Hyundai,Creta,1.6 CRDi SX,suv,58000,diesel,manual,2016,Delhi,1000000
2484,Hyundai,i10,CRDi Asta Option,hatchback,69512,diesel,manual,2013,Delhi,275000
2485,Hyundai,Creta,SX Diesel,suv,25000,diesel,manual,2020,Delhi,1700000
2486,Hyundai,Creta,1.6 CRDi SX,suv,49000,diesel,manual,2016,Delhi,890000
2487,Hyundai,Verna,CRDi 1.6 SX,sedan,24001,diesel,manual,2020,Delhi,1200000
2488,Hyundai,Creta,S Diesel,suv,12150,diesel,manual,2021,Delhi,1370000
2489,Hyundai,Verna,1.4 EX,sedan,85000,diesel,manual,2012,Delhi,329000
2490,Hyundai,i20,1.4 Sportz,hatchback,62000,diesel,manual,2017,Delhi,635000
2491,Hyundai,Creta,SX Opt Diesel,suv,29000,diesel,manual,2020,Delhi,1649000
2492,Hyundai,Verna,1.6 SX,sedan,90000,diesel,manual,2014,Delhi,395000
2493,Hyundai,Creta,1.6 E Plus Diesel,suv,46000,diesel,manual,2019,Delhi,975000
2494,Hyundai,Creta,1.6 SX Dual Tone Diesel,suv,55931,diesel,manual,2018,Delhi,1025000
2495,Hyundai,Xcent,1.1 CRDi S,sedan,67000,diesel,manual,2017,Delhi,425000
2496,Hyundai,i10,CRDi Magna,hatchback,74000,diesel,manual,2013,Delhi,260000
2497,Hyundai,i10,CRDi Asta Option,hatchback,62587,diesel,manual,2014,Delhi,325000
2498,Hyundai,i20,Sportz 1.4 CRDi,hatchback,40000,diesel,manual,2014,Delhi,390000
2499,Hyundai,i20,1.4 CRDi Sportz,hatchback,73000,diesel,manual,2012,Delhi,299369
2500,Hyundai,Creta,1.4 E Plus,suv,76000,diesel,manual,2018,Delhi,845000
2501,Hyundai,Creta,E Diesel,suv,3200,diesel,manual,2022,Delhi,1325000
2502,Hyundai,i20,Asta Option 1.4 CRDi,hatchback,49500,diesel,manual,2016,Delhi,611000
2503,Hyundai,i20,Asta Option 1.4 CRDi,hatchback,48500,diesel,manual,2016,Delhi,610000
2504,Hyundai,i20,Asta Option 1.4 CRDi,hatchback,48500,diesel,manual,2016,Delhi,615000
2505,Hyundai,i20,Magna 1.4 CRDi,hatchback,88453,diesel,manual,2015,Delhi,418639
2506,Hyundai,Creta,1.6 CRDi SX,suv,69123,diesel,manual,2017,Delhi,845000
2507,Hyundai,i10,CRDi Sportz,hatchback,62351,diesel,manual,2016,Delhi,365000
2508,Hyundai,Creta,1.6 CRDi SX Option,suv,77000,diesel,manual,2016,Delhi,795000
2509,Hyundai,Verna,1.6 SX,sedan,70500,diesel,manual,2013,Delhi,395000
2510,Hyundai,Creta,1.6 CRDi SX,suv,75000,diesel,manual,2015,Delhi,750000
2511,Hyundai,i20,Asta 1.4 CRDi,hatchback,68000,diesel,manual,2013,Delhi,300000
2512,Hyundai,Xcent,1.1 CRDi S,sedan,70000,diesel,manual,2016,Delhi,350000
2513,Hyundai,Creta,1.6 CRDi SX Plus,suv,60000,diesel,manual,2017,Delhi,990000
2514,Hyundai,i20,Sportz 1.4 CRDi,hatchback,38000,diesel,manual,2017,Delhi,590000
2515,Hyundai,Creta,1.4 E Plus,suv,63000,diesel,manual,2018,Delhi,800000
2516,Hyundai,i10,1.2 CRDi Magna,hatchback,60097,diesel,manual,2019,Delhi,491000
2517,Hyundai,i20,Era 1.4 CRDi,hatchback,65000,diesel,manual,2013,Delhi,255000
2518,Hyundai,Creta,1.6 CRDi SX Option,suv,70000,diesel,manual,2016,Delhi,850000
2519,Hyundai,Creta,1.4 E Plus CRDi,suv,46000,diesel,manual,2019,Delhi,975000
2520,Hyundai,Creta,1.4 E Plus,suv,55000,diesel,manual,2018,Delhi,900000
2521,Hyundai,Creta,1.4 CRDi Base,suv,65000,diesel,manual,2015,Delhi,750000
2522,Hyundai,Active,1.4 SX,hatchback,67000,diesel,manual,2015,Delhi,495000
2523,Hyundai,Creta,1.4 E Plus CRDi,suv,62000,diesel,manual,2018,Delhi,890000
2524,Hyundai,i20,Sportz 1.4 CRDi,hatchback,57000,diesel,manual,2013,Delhi,325000
2525,Hyundai,i20,Sportz 1.4 CRDi,hatchback,44000,diesel,manual,2017,Delhi,650000
2526,Hyundai,Creta,1.4 E Plus CRDi,suv,61000,diesel,manual,2019,Delhi,990000
2527,Hyundai,Creta,1.4 E Plus CRDi,suv,39000,diesel,manual,2017,Delhi,900000
2528,Hyundai,Venue,SX Opt Diesel BSIV,suv,2800,diesel,manual,2021,Delhi,995000
2529,Hyundai,Creta,1.4 CRDi S,suv,59840,diesel,manual,2017,Delhi,825000
2530,Hyundai,i20,Magna Optional 1.4 CRDi,hatchback,45000,diesel,manual,2013,Delhi,325000
2531,Hyundai,Verna,CRDi 1.6 SX,sedan,67966,diesel,manual,2020,Delhi,970000
2532,Hyundai,Elantra,CRDi SX,sedan,71000,diesel,manual,2013,Delhi,500000
2533,Hyundai,Verna,1.6 SX,sedan,78000,diesel,manual,2014,Delhi,435000
2534,Hyundai,Creta,1.4 E Plus,suv,55000,diesel,manual,2017,Delhi,799999
2535,Hyundai,i20,Asta 1.4 CRDi,hatchback,84697,diesel,manual,2014,Delhi,450009
2536,Hyundai,i20,Sportz 1.4 CRDi,hatchback,49871,diesel,manual,2014,Delhi,424000
2537,Hyundai,i20,Magna 1.4 CRDi (Diesel),hatchback,85000,diesel,manual,2013,Delhi,265000
2538,Hyundai,i20,Magna 1.4 CRDi (Diesel),hatchback,70001,diesel,manual,2014,Delhi,385000
2539,Hyundai,Creta,1.4 E Plus CRDi,suv,42000,diesel,manual,2019,Delhi,1025000
2540,Hyundai,Creta,1.6 CRDi SX Plus,suv,51000,diesel,manual,2016,Delhi,1000000
2541,Hyundai,Verna,CRDi 1.6 SX,sedan,52000,diesel,manual,2018,Delhi,900000
2542,Hyundai,i20,Sportz Option 1.4 CRDi,hatchback,62000,diesel,manual,2015,Delhi,480000
2543,Hyundai,Verna,CRDi 1.6 SX,sedan,60000,diesel,manual,2018,Delhi,900000
2544,Hyundai,Active,1.4 S,hatchback,110000,diesel,manual,2018,Delhi,650000
2545,Hyundai,Verna,1.6 SX,sedan,92600,diesel,manual,2013,Delhi,375000
2546,Hyundai,i10,CRDi Magna,hatchback,67000,diesel,manual,2015,Delhi,310000
2547,Hyundai,Verna,1.6 CRDI,sedan,52000,diesel,manual,2015,Delhi,535000
2548,Hyundai,i20,Sportz 1.4 CRDi,hatchback,67000,diesel,manual,2015,Delhi,500000
2549,Hyundai,Verna,CRDi 1.6 EX,sedan,41000,diesel,manual,2018,Delhi,875000
2550,Hyundai,i20,1.4 Sportz,hatchback,48989,diesel,manual,2017,Noida,619000
2551,Hyundai,Verna,1.6 SX,sedan,97714,diesel,manual,2012,Noida,380000
2552,Hyundai,Creta,1.6 CRDi SX Plus,suv,119226,diesel,manual,2015,Noida,712000
2553,Hyundai,Creta,1.4 E Plus,suv,49141,diesel,manual,2018,Noida,886000
2554,Hyundai,Verna,1.6 CRDI,sedan,90000,diesel,manual,2011,Noida,300000
2555,Hyundai,Verna,1.4 CRDi,sedan,100000,diesel,manual,2012,Noida,425000
2556,Hyundai,i20,Magna 1.4 CRDi,hatchback,70000,diesel,manual,2016,Noida,420000
2558,Hyundai,Venue,SX 1.4 CRDI,suv,39844,diesel,manual,2019,Noida,862000
2559,Hyundai,Venue,SX 1.4 CRDI,suv,34562,diesel,manual,2019,Noida,903000
2560,Hyundai,Venue,SX 1.4 CRDI,suv,78296,diesel,manual,2019,Noida,857000
2561,Hyundai,Venue,SX 1.4 CRDI,suv,17156,diesel,manual,2019,Noida,953000
2562,Hyundai,Elantra,CRDi S,sedan,58358,diesel,manual,2012,Thane,595000
2563,Hyundai,i20,1.4 CRDi Sportz,hatchback,123456,diesel,manual,2013,Thane,320000
2564,Hyundai,Xcent,1.2 CRDi S,sedan,66798,diesel,manual,2019,Thane,665000
2565,Hyundai,Kona,Premium,suv,25000,electric,automatic,2020,Bangalore,2250000
2566,Hyundai,EON,LPG Era Plus,hatchback,75000,lpg,manual,2012,Bangalore,275000
2567,Hyundai,Xing,GL Plus LPG,hatchback,68996,lpg,manual,2008,Hyderabad,175000
2568,Hyundai,EON,LPG,hatchback,84000,lpg,manual,2016,Hyderabad,265000
2569,Hyundai,Accent,Executive LPG,sedan,65100,lpg,manual,2010,Hyderabad,310000
2570,Hyundai,EON,LPG Era Plus,hatchback,70000,lpg,manual,2016,Hyderabad,320000
2571,Hyundai,Xing,GLS LPG,hatchback,84000,lpg,manual,2008,Hyderabad,200000
2572,Hyundai,i10,Era LPG,hatchback,48000,lpg,manual,2011,Hyderabad,340000
2573,Hyundai,Verna,VTVT 1.6 AT SX Option,sedan,4357,petrol,automatic,2019,Bangalore,1349000
2574,Hyundai,Venue,SX Plus Turbo DCT BSIV,suv,10952,petrol,automatic,2020,Bangalore,1157000
2575,Hyundai,Creta,1.6 VTVT AT SX Plus,suv,47679,petrol,automatic,2016,Bangalore,1176000
2576,Hyundai,Verna,VTVT 1.6 AT SX Option,sedan,44293,petrol,automatic,2019,Bangalore,1220000
2577,Hyundai,Aura,SX Plus AMT,sedan,20064,petrol,automatic,2020,Bangalore,860000
2578,Hyundai,Creta,SX Opt Turbo Dualtone,suv,8300,petrol,automatic,2021,Bangalore,2050000
2579,Hyundai,Nios,AMT Magna,hatchback,2883,petrol,automatic,2020,Bangalore,725000
2580,Hyundai,i10,AT Asta,hatchback,67600,petrol,automatic,2015,Bangalore,545000
2581,Hyundai,Nios,AMT Sportz,hatchback,8713,petrol,automatic,2020,Bangalore,785000
2582,Hyundai,Creta,SX IVT,suv,16635,petrol,automatic,2020,Bangalore,1895000
2583,Hyundai,i10,1.2 Kappa Sportz Option AT,hatchback,22953,petrol,automatic,2019,Bangalore,709000
2584,Hyundai,i10,1.2 Kappa Magna AT,hatchback,21000,petrol,automatic,2018,Bangalore,675000
2585,Hyundai,i20,1.4 Asta (AT),hatchback,45000,petrol,automatic,2010,Bangalore,300000
2586,Hyundai,Line,N8 DCT Dual Tone,hatchback,6680,petrol,automatic,2021,Bangalore,1275000
2587,Hyundai,Alcazar,Signature AT,suv,9610,petrol,automatic,2021,Bangalore,2245000
2588,Hyundai,i10,1.2 Kappa Sportz Option AT,hatchback,25414,petrol,automatic,2018,Bangalore,699000
2589,Hyundai,Creta,1.6 SX Automatic,suv,27959,petrol,automatic,2018,Bangalore,1465000
2590,Hyundai,i20,Sportz Plus CVT BSIV,hatchback,3412,petrol,automatic,2019,Bangalore,895000
2591,Hyundai,i10,Asta AT,hatchback,113578,petrol,automatic,2011,Bangalore,279000
2592,Hyundai,i10,Sportz AT,hatchback,30000,petrol,automatic,2013,Bangalore,445000
2593,Hyundai,Santro,Sportz AMT BSIV,hatchback,40220,petrol,automatic,2019,Bangalore,540000
2594,Hyundai,Creta,SX Opt IVT,suv,16000,petrol,automatic,2020,Bangalore,1875000
2595,Hyundai,i10,Sportz 1.2 AT,hatchback,32654,petrol,automatic,2012,Bangalore,360000
2596,Hyundai,Creta,1.6 SX Automatic,suv,59000,petrol,automatic,2017,Bangalore,1125000
2597,Hyundai,i10,Asta Sunroof AT,hatchback,78151,petrol,automatic,2012,Bangalore,450000
2598,Hyundai,Creta,1.6 VTVT AT SX Plus,suv,34000,petrol,automatic,2017,Bangalore,1375000
2599,Hyundai,Creta,1.6 SX Automatic,suv,67000,petrol,automatic,2018,Bangalore,1315000
2600,Hyundai,Creta,1.6 VTVT AT SX Plus,suv,26790,petrol,automatic,2016,Bangalore,1095000
2601,Hyundai,i10,Asta Option AT,hatchback,104811,petrol,automatic,2017,Bangalore,570000
2602,Hyundai,Creta,1.6 VTVT AT SX Plus,suv,35832,petrol,automatic,2017,Bangalore,1125000
2603,Hyundai,i20,1.4 Asta (AT),hatchback,58000,petrol,automatic,2010,Bangalore,345000
2604,Hyundai,Venue,SX Plus Turbo DCT BSIV,suv,23873,petrol,automatic,2019,Bangalore,1085000
2605,Hyundai,Creta,1.6 VTVT AT SX Plus,suv,51000,petrol,automatic,2016,Bangalore,1125000
2606,Hyundai,Creta,1.6 SX Automatic,suv,18597,petrol,automatic,2018,Bangalore,1495000
2607,Hyundai,i10,Sportz 1.2 AT,hatchback,67148,petrol,automatic,2010,Bangalore,375000
2608,Hyundai,Verna,SX IVT,sedan,5000,petrol,automatic,2021,Bangalore,1200000
2609,Hyundai,Creta,1.6 SX Automatic,suv,38492,petrol,automatic,2016,Bangalore,1065000
2610,Hyundai,i10,Sportz 1.2 AT,hatchback,114736,petrol,automatic,2010,Bangalore,295000
2611,Hyundai,Creta,1.6 VTVT AT SX Plus,suv,41000,petrol,automatic,2019,Bangalore,1465000
2612,Hyundai,Creta,1.6 VTVT AT SX Plus,suv,41779,petrol,automatic,2017,Bangalore,1185000
2613,Hyundai,Creta,1.6 SX Automatic,suv,79000,petrol,automatic,2016,Bangalore,1125000
2614,Hyundai,Grand i10,Magna AT 1.2 Kappa VTVT,hatchback,47820,petrol,automatic,2017,Bangalore,570000
2615,Hyundai,Grand i10 Nios,Asta AMT 1.2 Kappa VTVT,hatchback,15830,petrol,automatic,2020,Bangalore,784000
2616,Hyundai,Creta,1.6 SX Plus Auto Petrol,suv,25727,petrol,automatic,2018,Bangalore,1300000
2617,Hyundai,Creta,1.6 SX Plus Auto Petrol,suv,25737,petrol,automatic,2016,Bangalore,1178000
2618,Hyundai,Venue,SX Plus 1.0 Turbo DCT,suv,23724,petrol,automatic,2019,Bangalore,1137000
2619,Hyundai,New i20,Asta 1.0 Turbo DCT,hatchback,9940,petrol,automatic,2020,Bangalore,1145000
2620,Hyundai,Grand i10 Nios,Sportz AMT 1.2 Kappa VTVT,hatchback,27185,petrol,automatic,2021,Bangalore,746000
2621,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,sedan,72033,petrol,automatic,2013,Bangalore,592000
2622,Hyundai,Creta,1.6 SX Plus Auto Petrol,suv,50872,petrol,automatic,2017,Bangalore,1196000
2623,Hyundai,Aura,SX Plus 1.2 AMT Petrol,sedan,16947,petrol,automatic,2020,Bangalore,805000
2624,Hyundai,Grand i10,Asta AT 1.2 Kappa VTVT,hatchback,35461,petrol,automatic,2014,Bangalore,530000
2625,Hyundai,Elite i20,Asta CVT,hatchback,16474,petrol,automatic,2018,Bangalore,836000
2626,Hyundai,Aura,SX Plus 1.2 AMT Petrol,sedan,21079,petrol,automatic,2020,Bangalore,781000
2627,Hyundai,Verna,1.6 VTVT SX (O) AT,sedan,6165,petrol,automatic,2019,Bangalore,1266000
2628,Hyundai,Verna,1.6 VTVT SX (O) AT,sedan,18732,petrol,automatic,2017,Bangalore,1047000
2629,Hyundai,Verna,1.6 VTVT SX (O) AT,sedan,22686,petrol,automatic,2019,Bangalore,1276000
2630,Hyundai,Xcent,SX AT (O) Petrol,sedan,69402,petrol,automatic,2014,Bangalore,551000
2631,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,sedan,84391,petrol,automatic,2013,Bangalore,606000
2632,Hyundai,Creta,SX OPT IVT Petrol,suv,20505,petrol,automatic,2021,Bangalore,1835000
2633,Hyundai,Verna,1.6 VTVT SX (O) AT,sedan,25198,petrol,automatic,2018,Bangalore,1171000
2634,Hyundai,Venue,SX Plus 1.0 Turbo DCT,suv,44781,petrol,automatic,2019,Bangalore,1165000
2635,Hyundai,Grand i10,Asta AT 1.2 Kappa VTVT,hatchback,51531,petrol,automatic,2014,Bangalore,541000
2636,Hyundai,Creta,1.6 SX Plus Auto Petrol,suv,69302,petrol,automatic,2017,Bangalore,1238000
2637,Hyundai,Verna,SX Opt Turbo Petrol,sedan,32464,petrol,automatic,2020,Bangalore,1454000
2638,Hyundai,Venue,SX Plus 1.0 Turbo DCT,suv,6248,petrol,automatic,2021,Bangalore,1289000
2639,Hyundai,Elite i20,Asta (O) CVT,hatchback,13656,petrol,automatic,2019,Delhi,797000
2640,Hyundai,Alcazar,Signature (O) 6 STR 2.0 Petrol AT,suv,7892,petrol,automatic,2021,Delhi,1951000
2641,Hyundai,Venue,SX Plus 1.0 Turbo DCT,suv,25226,petrol,automatic,2020,Delhi,1131000
2642,Hyundai,Neo Fluidic Elantra,1.8 SX AT VTVT,sedan,46277,petrol,automatic,2016,Delhi,870000
2643,Hyundai,Verna,1.6 VTVT SX (O) AT,sedan,46752,petrol,automatic,2017,Delhi,981000
2644,Hyundai,Venue,SX Plus 1.0 Turbo DCT,suv,34594,petrol,automatic,2020,Delhi,1085000
2645,Hyundai,Creta,1.6 SX Plus Auto Petrol,suv,38725,petrol,automatic,2018,Delhi,1135000
2646,Hyundai,Verna,1.6 VTVT SX (O) AT,sedan,46359,petrol,automatic,2018,Delhi,1036000
